GEOID,Mileage.M,Mileage.I,Mileage.U,Mileage.S,Mileage.O,Mileage.C
1073011109,0,0,0,0,0,FALSE
1073011111,0,0,0,0,0,FALSE
1073011400,0,10333.9725262932,0,0,0,FALSE
1073011703,0,5391.84665570558,0,0,0,FALSE
1073011704,0,12075.3537606963,0,0,0,FALSE
1073012002,0,0,0,0,0,FALSE
1073012602,0,0,0,0,0,FALSE
1073012701,0,2472.39537990101,0,0,0,FALSE
1073012703,0,0,0,0,0,FALSE
1073012704,0,0,0,0,0,FALSE
1073012803,0,0,0,0,0,FALSE
1073012907,0,0,0,0,0,FALSE
1073012912,0,0,0,0,0,FALSE
1073013400,0,0,0,0,0,FALSE
1073013801,0,20149.9878327984,0,0,0,FALSE
1073014102,0,0,0,0,0,FALSE
1073014104,0,21929.5796613681,0,0,0,FALSE
1073014203,0,0,0,0,0,FALSE
1073014204,0,0,0,0,0,FALSE
1073014404,0,3229.06086464975,0,0,0,FALSE
1073014405,0,0,0,0,0,FALSE
1073014408,0,0,0,0,0,FALSE
1073014410,0,0,0,0,0,FALSE
1073014413,0,0,0,0,0,FALSE
1081040200,0,0,0,0,0,FALSE
1081040500,0,0,0,0,0,FALSE
1081041700,0,15779.5139876181,0,0,0,FALSE
1083020101,0,0,0,0,0,FALSE
1083020102,0,0,7278.20186798398,0,0,FALSE
1083020201,0,0,0,0,0,FALSE
1083020202,0,0,0,0,0,FALSE
1083020700,0,0,0,0,0,FALSE
1083020900,0,0,0,0,0,FALSE
1083021100,0,11568.5871989944,0,0,0,FALSE
1083021200,0,0,19061.526413821,0,0,FALSE
1085780800,0,23789.4409105911,0,0,0,FALSE
1085781200,0,9388.37619485921,0,0,0,FALSE
1087231500,0,18012.2603495649,0,0,0,FALSE
1087231601,0,18831.0830289653,0,0,0,FALSE
1087231603,0,0,0,0,0,FALSE
1087232200,0,9332.83782407038,0,0,0,FALSE
1089000201,214.104744460935,0,0,0,0,FALSE
1089000901,0,0,0,0,0,FALSE
1089001000,0,0,0,0,0,FALSE
1089001200,0,0,0,0,0,FALSE
1089002100,0,0,0,0,0,FALSE
1089002200,0,0,0,0,0,FALSE
1089003100,0,0,0,0,0,FALSE
1089011100,0,3628.04788131085,0,0,0,FALSE
1089011200,0,0,0,0,0,FALSE
1097001200,0,0,0,0,0,FALSE
1097001502,0,0,0,0,0,FALSE
1097002100,0,0,0,0,0,FALSE
1097002800,0,0,0,0,0,FALSE
1097003000,0,0,0,0,0,FALSE
1097003301,0,0,0,0,0,FALSE
1097003800,0,0,0,0,0,FALSE
1097003901,0,0,0,0,0,FALSE
1097004800,0,0,0,0,0,FALSE
1097005400,0,0,0,0,0,FALSE
1097005500,0,0,0,0,0,FALSE
1097005600,0,0,0,0,0,FALSE
1097006105,0,4305.93156146492,0,0,0,FALSE
1097006702,0,0,0,0,0,FALSE
1097006901,0,0,0,0,0,FALSE
1097007000,0,0,0,0,0,FALSE
1097007101,0,0,0,0,0,FALSE
1097007400,0,0,0,0,0,FALSE
1097007600,0,0,0,0,0,FALSE
1101000200,0,0,0,0,0,FALSE
1101000300,0,11980.1890972806,0,0,0,FALSE
1101001100,0,0,0,0,0,FALSE
1101001500,0,0,0,0,0,FALSE
1101002300,0,0,0,0,0,FALSE
1101002400,0,0,0,0,0,FALSE
1101002700,0,0,0,0,0,FALSE
1101003301,0,0,0,0,0,FALSE
1101005406,0,0,0,0,0,FALSE
1101005407,0,0,0,0,0,FALSE
1101005408,0,0,0,0,0,FALSE
1101005409,0,0,0,0,0,FALSE
1101005501,0,0,0,0,0,FALSE
1101005503,0,0,0,0,0,FALSE
1101005504,0,0,0,0,0,FALSE
1101005901,0,0,0,0,0,FALSE
1101005902,0,0,0,0,0,FALSE
1103005301,0,10187.9896249349,0,0,0,FALSE
1103005404,0,7812.55019229251,0,0,0,FALSE
1103005500,0,19648.4803608089,0,0,0,FALSE
1115040104,0,0,0,0,0,FALSE
1115040105,0,0,0,0,0,FALSE
1115040106,0,0,0,0,0,FALSE
1115040201,0,0,0,0,0,FALSE
1115040203,0,0,0,0,0,FALSE
1115040401,0,0,0,0,0,FALSE
1115040402,0,18721.2548190191,0,0,0,FALSE
1115040501,0,34137.8922392819,0,0,0,FALSE
1117030306,0,0,0,0,0,FALSE
1117030314,0,0,0,0,0,FALSE
1117030315,0,11834.2101635851,0,0,0,FALSE
1117030319,0,0,0,0,0,FALSE
1117030501,0,0,0,0,0,FALSE
1117030502,0,5330.55978367801,0,0,0,FALSE
1117030605,0,4612.52953068696,0,0,0,FALSE
1117030608,0,0,0,0,0,FALSE
1119011300,0,53757.7197581807,0,0,0,FALSE
1119011400,0,0,0,0,0,FALSE
1119011500,0,42812.5817465096,0,0,0,FALSE
1119011600,0,0,0,0,0,FALSE
1121010102,0,12739.4676000805,0,0,0,FALSE
1121010202,0,20003.7203711113,0,0,0,FALSE
1125010303,0,13075.5846037333,0,0,0,FALSE
1125010602,0,0,12320.2107787056,0,0,FALSE
1125010702,0,35214.2105644062,0,0,0,FALSE
1125010703,0,28182.840846607,0,0,0,FALSE
1125010802,0,0,0,0,0,FALSE
1125011800,0,0,0,0,0,FALSE
1125011902,0,0,0,0,0,FALSE
1125012303,0,0,0,0,0,FALSE
1125012403,0,0,0,0,0,FALSE
1125012404,0,0,0,0,0,FALSE
1125012405,0,0,0,0,0,FALSE
1125012501,0,0,0,0,0,FALSE
1125012502,0,12216.2350560375,0,0,0,FALSE
4001945002,0,0,49899.0158384219,0,0,FALSE
4001945100,0,0,23386.6921807393,0,0,FALSE
4001970200,0,0,0,0,0,FALSE
4003000100,0,0,0,0,0,FALSE
4003000201,0,0,20635.2640730042,0,0,FALSE
4003000202,0,0,0,0,0,FALSE
4003000301,0,3988.86705650608,0,0,0,FALSE
4003000302,0,22355.8119420954,0,0,0,FALSE
4003000303,0,33148.5639918392,0,0,0,FALSE
4005000600,0,0,0,0,0,FALSE
4005000700,0,0,0,0,0,FALSE
4005000800,0,5461.07454514244,0,0,0,FALSE
4005000900,0,0,0,0,0,FALSE
4005001000,0,0,0,0,0,FALSE
4005001101,0,0,0,4165.73665213294,0,FALSE
4005001302,0,0,8115.72708929464,0,0,FALSE
4005001500,0,0,82684.3732128109,0,0,FALSE
4005001700,0,25531.5498300245,0,0,0,FALSE
4005002200,0,31690.7101562217,0,0,0,FALSE
4005002300,0,43491.236809863,0,0,0,FALSE
4012020100,0,49243.2902776515,0,0,0,FALSE
4012020501,0,0,11939.3072628394,0,0,FALSE
4012020502,0,0,24680.1335452575,0,0,FALSE
4012020602,0,0,26736.3344918172,0,0,FALSE
4012940300,0,0,6135.36588035213,0,0,FALSE
4013050603,81860.6717059775,0,0,0,0,FALSE
4013050604,0,0,0,0,0,FALSE
4013050605,24436.1829399213,0,0,0,0,FALSE
4013050606,0,0,0,0,0,FALSE
4013050607,0,0,0,0,0,FALSE
4013050608,0,0,0,0,0,FALSE
4013050609,0,0,0,0,0,FALSE
4013061009,0,0,0,0,0,FALSE
4013061012,0,0,0,0,0,FALSE
4013061019,0,0,0,0,0,FALSE
4013082022,0,0,0,0,0,FALSE
4013082023,0,0,0,0,0,FALSE
4013082025,0,0,0,0,0,FALSE
4013083000,0,0,0,0,0,FALSE
4013103604,0,0,0,0,0,FALSE
4013104205,0,0,0,0,0,FALSE
4013105501,0,0,0,0,0,FALSE
4013106003,0,0,0,0,0,FALSE
4013106801,0,0,0,0,0,FALSE
4013107300,0,0,0,0,0,FALSE
4013109001,0,0,0,0,0,FALSE
4013112505,0,0,0,0,0,FALSE
4013112507,0,0,0,0,0,FALSE
4013112509,0,0,0,0,0,FALSE
4013112601,0,0,0,0,0,FALSE
4013112602,0,0,0,0,0,FALSE
4013112700,0,0,0,0,0,FALSE
4013112900,0,0,0,0,0,FALSE
4013113000,0,0,0,0,0,FALSE
4013113203,0,0,0,0,0,FALSE
4013113300,0,0,0,0,0,FALSE
4013113802,0,0,0,0,0,FALSE
4013113900,0,0,0,0,0,FALSE
4013114401,0,0,0,0,0,FALSE
4013114900,0,0,0,0,0,FALSE
4013115200,0,0,0,0,0,FALSE
4013116712,0,0,0,0,0,FALSE
4013116800,0,0,0,0,0,FALSE
4013117000,0,0,0,0,0,FALSE
4013117200,0,0,0,0,0,FALSE
4013117300,0,0,0,0,0,FALSE
4013319703,0,0,0,0,0,FALSE
4013319704,0,0,1762.47978897939,0,0,FALSE
4013320001,0,0,0,0,0,FALSE
4013320002,0,0,0,0,0,FALSE
4013610000,46075.9988266492,0,0,0,0,FALSE
4013610300,0,0,0,0,0,FALSE
4013610600,0,0,0,0,0,FALSE
4013611300,0,0,0,0,0,FALSE
4013611900,0,0,0,0,0,FALSE
4013614500,0,0,0,0,0,FALSE
4013614700,0,0,0,0,0,FALSE
4013616400,0,0,0,0,0,FALSE
4013618500,0,0,0,0,0,FALSE
4013723305,0,116913.847545269,0,0,0,FALSE
4013723306,0,71584.5265054007,0,0,0,FALSE
4013810000,0,0,0,0,0,FALSE
4013810400,0,0,0,0,0,FALSE
4013816000,0,0,0,0,0,FALSE
4013941100,0,0,0,0,0,FALSE
4015950100,88638.8237019852,0,0,0,0,FALSE
4015950600,0,0,0,0,0,FALSE
4015952002,0,0,0,0,0,FALSE
4015952400,0,0,0,0,0,FALSE
4015953601,0,0,3050.55250161153,0,0,FALSE
4015953602,0,0,1426.00855106706,0,0,FALSE
4015953800,0,0,0,0,0,FALSE
4015953900,0,0,0,0,0,FALSE
4015954800,0,0,33300.9838490197,0,0,FALSE
4015954900,0,0,0,0,0,FALSE
4017960100,0,0,0,0,0,FALSE
4017960200,0,0,0,0,0,FALSE
4017960400,0,5204.75239228664,0,0,0,FALSE
4017960500,0,69921.5543212703,0,0,0,FALSE
4017960600,0,0,0,0,0,FALSE
4019001200,0,0,0,0,0,FALSE
4019002202,0,0,0,0,0,FALSE
4019002300,0,0,0,0,0,FALSE
4019002400,0,0,0,0,0,FALSE
4019002501,0,0,0,0,0,FALSE
4019003903,0,0,0,0,0,FALSE
4019004061,0,0,0,0,0,FALSE
4019004062,0,0,0,0,0,FALSE
4019004073,0,0,0,0,0,FALSE
4019004074,0,0,0,0,0,FALSE
4019004109,0,0,0,0,0,FALSE
4019004117,0,0,0,0,0,FALSE
4019004118,0,3692.45855916457,0,0,0,FALSE
4019004121,0,0,0,0,0,FALSE
4019004125,0,0,0,0,0,FALSE
4019004307,0,3059.65045687573,0,0,0,FALSE
4019004316,0,0,0,0,0,FALSE
4019004317,0,0,0,0,0,FALSE
4019004324,0,4523.23788609442,0,0,0,FALSE
4019004326,0,0,0,0,0,FALSE
4019004327,0,7113.52795894314,0,0,0,FALSE
4019004418,0,0,0,0,0,FALSE
4019004419,0,0,0,0,0,FALSE
4019004426,0,0,0,0,0,FALSE
4019004427,0,0,0,0,0,FALSE
4019004431,0,0,0,0,0,FALSE
4019004504,0,0,0,0,0,FALSE
4019004613,0,0,0,0,0,FALSE
4019004638,0,0,0,0,0,FALSE
4019004639,0,0,0,0,0,FALSE
4019940900,0,9584.31787852634,0,0,0,FALSE
4021000802,0,41434.2955743725,0,0,0,FALSE
4021001303,0,6095.87609416292,0,0,0,FALSE
4021001304,0,0,0,0,0,FALSE
4021001406,0,0,0,0,0,FALSE
4021001407,0,0,0,0,0,FALSE
4021001408,0,0,0,0,0,FALSE
4021001600,0,0,0,0,0,FALSE
4021001900,0,20882.0360039609,0,0,0,FALSE
4021002102,0,0,0,0,0,FALSE
4021002103,0,5280.9160180282,0,0,0,FALSE
4021941200,0,10411.5935175862,0,0,0,FALSE
4021941300,0,0,0,0,0,FALSE
4021941400,0,29073.5486157475,0,0,0,FALSE
4023966101,0,0,1095.16947889772,0,0,FALSE
4023966103,0,0,780.990584033315,0,0,FALSE
4023966104,0,0,0,0,0,FALSE
4023966105,0,17519.9735811752,0,0,0,FALSE
4023966200,0,0,0,0,0,FALSE
4023966401,0,0,0,0,0,FALSE
4023966402,0,0,0,0,0,FALSE
4025001401,0,55190.5269681627,0,0,0,FALSE
4025001500,0,52549.6504870625,0,0,0,FALSE
4025001601,0,4695.37247383479,0,0,0,FALSE
4025001602,0,31908.6314968819,0,0,0,FALSE
4025001603,0,21460.08383945,0,0,0,FALSE
4025001900,0,3525.98900297317,0,0,0,FALSE
4025002100,0,170426.725134608,0,0,0,FALSE
4027000100,0,0,0,0,0,FALSE
4027000700,0,0,0,0,0,FALSE
4027001200,0,0,0,0,0,FALSE
4027010910,0,6919.04410066354,0,0,0,FALSE
4027011104,0,0,0,0,0,FALSE
4027011106,0,0,0,0,0,FALSE
4027011115,0,0,0,0,0,FALSE
4027011201,0,38237.5979271456,0,0,0,FALSE
4027011202,0,38959.9720539831,0,0,0,FALSE
4027012100,0,37573.8066089149,0,0,0,FALSE
5007020102,0,0,0,0,0,FALSE
5007020305,0,0,0,0,0,FALSE
5007020401,0,0,0,0,0,FALSE
5007020405,0,0,0,0,0,FALSE
5007020501,0,0,0,0,0,FALSE
5007020605,0,0,0,0,0,FALSE
5007021310,0,0,15678.170976617,0,0,FALSE
5007021311,0,0,0,0,0,FALSE
5019953601,0,0,0,0,0,FALSE
5019953602,0,17533.7720219632,0,0,0,FALSE
5019953700,0,30094.814574091,0,0,0,FALSE
5019953800,0,2788.63582781489,0,0,0,FALSE
5019953900,0,4078.98567491788,0,0,0,FALSE
5029950300,0,20929.6462337504,0,0,0,FALSE
5029950500,0,21541.2685673999,0,0,0,FALSE
5033020100,0,36781.9200457194,0,0,0,FALSE
5033020203,0,4033.76699552807,0,0,0,FALSE
5033020204,0,0,5610.3646512151,0,0,FALSE
5033020301,0,0,0,0,0,FALSE
5033020302,0,0,0,0,0,FALSE
5033020401,0,2529.56187322027,0,0,0,FALSE
5033020402,0,15400.2025870498,0,0,0,FALSE
5033020501,0,0,2838.44063512291,0,0,FALSE
5033020502,0,0,3337.53884791277,0,0,FALSE
5033020600,0,0,0,0,0,FALSE
5035030101,0,0,0,0,0,FALSE
5035030201,0,548.82444929448,0,0,0,FALSE
5035030202,0,2399.69205757806,0,0,0,FALSE
5035030600,0,0,0,0,0,FALSE
5035030701,0,8852.3616934824,0,0,0,FALSE
5035030702,0,0,0,0,0,FALSE
5035030703,0,0,0,0,0,FALSE
5035030803,0,0,0,0,0,FALSE
5035030805,0,0,0,0,0,FALSE
5035030807,0,18166.1484095985,0,0,0,FALSE
5035031000,0,12986.0286782452,0,0,0,FALSE
5045030301,0,0,6018.33678363374,0,0,FALSE
5045030302,0,0,22529.0042712853,0,0,FALSE
5045030403,0,0,0,0,0,FALSE
5045030404,0,0,0,0,0,FALSE
5045030501,0,3374.24325672399,0,0,0,FALSE
5045030502,0,0,0,0,0,FALSE
5045030701,0,0,0,0,0,FALSE
5045030900,0,0,0,0,0,FALSE
5045031006,0,0,0,0,0,FALSE
5045031101,0,0,2276.01721311836,0,0,FALSE
5045031102,0,0,3980.54363484662,0,0,FALSE
5047950100,0,24309.1482020573,0,0,0,FALSE
5047950200,0,20265.8094882816,0,0,0,FALSE
5053470100,0,0,0,0,0,FALSE
5057480100,0,0,0,0,0,FALSE
5057480200,0,0,0,0,0,FALSE
5057480400,0,9618.15733387873,0,0,0,FALSE
5057480500,0,0,0,0,0,FALSE
5059020100,0,18928.6140357675,0,0,0,FALSE
5059020600,0,46108.3680644995,0,0,0,FALSE
5069000301,0,0,6663.28611610595,0,0,FALSE
5069000302,0,0,0,0,0,FALSE
5069001903,0,59.7417088511174,0,0,0,FALSE
5069002000,0,0,0,0,0,FALSE
5069002103,0,0,0,0,0,FALSE
5069002400,0,0,9734.63882522001,0,0,FALSE
5071951800,0,24945.75624408,0,0,0,FALSE
5071952000,0,0,0,0,0,FALSE
5071952100,0,3540.69275741083,0,0,0,FALSE
5071952200,0,18341.9388091844,0,0,0,FALSE
5085020301,0,0,0,0,0,FALSE
5085020302,0,0,0,0,0,FALSE
5085020400,0,0,0,0,0,FALSE
5085020500,0,0,0,0,0,FALSE
5091020100,0,0,0,0,0,FALSE
5091020500,0,0,0,0,0,FALSE
5091020702,0,0,0,0,0,FALSE
5091020801,0,0,0,2011.36477616625,0,FALSE
5091020802,0,0,0,7768.34006908221,0,FALSE
5091020900,0,0,0,0,0,FALSE
5091021000,0,0,0,67489.3434239668,0,FALSE
5093010200,0,5642.13150927374,0,0,0,FALSE
5093010300,0,0,0,0,0,FALSE
5093010600,0,0,0,0,0,FALSE
5093010700,0,0,0,0,0,FALSE
5093010900,0,0,0,0,0,FALSE
5093011100,0,0,0,0,0,FALSE
5093011200,0,0,0,0,0,FALSE
5093011300,0,0,0,0,0,FALSE
5095950100,0,28275.1604767495,0,0,0,FALSE
5099090200,0,0,0,0,0,FALSE
5115950800,0,13446.6050865746,0,0,0,FALSE
5115951100,0,4331.12743547483,0,0,0,FALSE
5115951200,0,18316.6941749474,0,0,0,FALSE
5115951300,0,2662.437600542,0,0,0,FALSE
5115951400,0,3348.93103706175,0,0,0,FALSE
5117460100,0,0,0,0,0,FALSE
5117460200,0,34099.7329254901,0,0,0,FALSE
5117460300,0,0,0,0,0,FALSE
5119000200,0,0,0,0,0,FALSE
5119000500,0,0,0,0,0,FALSE
5119001300,0,0,0,0,0,FALSE
5119001800,0,0,0,0,0,FALSE
5119002001,0,0,0,0,0,FALSE
5119002002,0,0,0,0,0,FALSE
5119002103,0,0,0,0,0,FALSE
5119002204,0,0,0,0,0,FALSE
5119002209,0,0,0,0,0,FALSE
5119002405,0,0,0,0,0,FALSE
5119002407,0,0,0,0,0,FALSE
5119002408,0,0,0,0,0,FALSE
5119002700,0,0,0,0,0,FALSE
5119002800,0,0,0,0,0,FALSE
5119002900,0,0,39.3080697732508,0,0,FALSE
5119003002,0,0,0,0,0,FALSE
5119003205,0,0,2482.75683701834,0,0,FALSE
5119003208,0,0,0,0,0,FALSE
5119003304,0,0,0,0,0,FALSE
5119003800,0,0,0,0,0,FALSE
5119003900,0,9643.92227053457,0,0,0,FALSE
5119004001,0,6117.07233237646,0,0,0,FALSE
5119004004,0,0,0,0,0,FALSE
5119004005,0,0,0,0,0,FALSE
5119004006,0,0,0,0,0,FALSE
5119004007,0,0,0,0,0,FALSE
5119004103,0,0,7553.64134946017,0,0,FALSE
5119004104,0,0,0,0,0,FALSE
5119004107,0,0,0,0,0,FALSE
5119004205,0,0,0,0,0,FALSE
5119004220,0,0,0,0,0,FALSE
5119004302,0,0,0,0,0,FALSE
5119004303,0,0,10989.2729121236,0,0,FALSE
5119004305,0,0,4034.22545310216,0,0,FALSE
5119004400,0,0,0,0,0,FALSE
5119004500,0,1818.96861444674,0,0,0,FALSE
5119004600,0,0,0,0,0,FALSE
5119004900,0,0,0,0,0,FALSE
5123960100,0,47558.5318319229,0,0,0,FALSE
5123960200,0,14446.6868226901,0,0,0,FALSE
5123960300,0,39774.2876286713,0,0,0,FALSE
5123960400,0,3044.95947101636,0,0,0,FALSE
5123960500,0,0,0,0,0,FALSE
5125010101,0,0,0,0,0,FALSE
5125010102,0,0,0,0,0,FALSE
5125010103,0,0,0,0,0,FALSE
5125010301,0,0,0,0,0,FALSE
5125010302,0,0,0,0,0,FALSE
5125010303,0,0,0,0,0,FALSE
5125010404,0,0,0,0,0,FALSE
5125010405,0,0,3984.46569880654,0,0,FALSE
5125010503,0,0,6796.23495812595,0,0,FALSE
5125010508,0,2717.17596800543,0,0,0,FALSE
5125010510,0,0,0,0,0,FALSE
5125010511,0,0,0,0,0,FALSE
5125010600,0,0,0,0,0,FALSE
5131000100,0,0,0,0,0,FALSE
5131000502,0,0,0,0,0,FALSE
5131000600,0,0,3386.39036521433,0,0,FALSE
5131001102,0,0,2907.6971740897,0,0,FALSE
5131001202,0,0,0,0,0,FALSE
5131001302,0,0,0,0,0,FALSE
5131001304,0,0,0,0,0,FALSE
5131010201,0,0,0,0,0,FALSE
5143010503,0,0,8078.95877266806,0,0,FALSE
5143010506,0,0,0,0,0,FALSE
5143010509,0,0,5788.18369979567,0,0,FALSE
5143010600,0,0,10501.7103318976,0,0,FALSE
5143010701,0,0,0,0,0,FALSE
5143011001,0,0,0,0,0,FALSE
5143011003,0,17762.1791795953,0,0,0,FALSE
5143011004,0,20672.1826073578,0,0,0,FALSE
5143011101,0,0,0,0,0,FALSE
6001401300,0,0,0,0,0,FALSE
6001401400,0,0,0,0,0,FALSE
6001401700,1804.05662119974,0,0,0,0,FALSE
6001402200,0,0,0,0,0,FALSE
6001402500,0,0,0,0,0,FALSE
6001402600,0,0,0,0,0,FALSE
6001402700,0,0,0,0,0,FALSE
6001403000,0,0,0,0,0,FALSE
6001403100,0,0,0,0,0,FALSE
6001403300,0,0,0,0,0,FALSE
6001403501,0,0,0,0,0,FALSE
6001403600,0,0,0,0,0,FALSE
6001403900,0,0,0,0,0,FALSE
6001405000,0,0,0,0,0,FALSE
6001405200,0,0,0,0,0,FALSE
6001406000,1472.56812963508,0,0,0,0,FALSE
6001406100,0,0,0,0,0,FALSE
6001406400,0,0,0,0,0,FALSE
6001406601,0,0,0,0,0,FALSE
6001406602,0,0,0,0,0,FALSE
6001407000,0,0,0,0,0,FALSE
6001407300,0,0,0,0,0,FALSE
6001407800,0,0,0,0,0,FALSE
6001407900,0,0,0,0,0,FALSE
6001408100,1520.57583085786,0,0,0,0,FALSE
6001408300,0,0,0,0,0,FALSE
6001409000,0,0,0,0,0,FALSE
6001409800,0,0,0,0,0,FALSE
6001409900,0,0,0,0,0,FALSE
6001410000,0,0,0,0,0,FALSE
6001410100,0,0,0,0,0,FALSE
6001420300,0,0,0,0,0,FALSE
6001420400,0,0,0,0,0,FALSE
6001422000,0,0,0,0,0,FALSE
6001425101,0,0,0,0,0,FALSE
6001425102,0,0,0,0,0,FALSE
6001430101,1791.28754164467,0,0,0,0,FALSE
6001430500,0,0,0,0,0,FALSE
6001431000,0,0,0,0,0,FALSE
6001431100,0,0,0,0,0,FALSE
6001431200,0,0,0,0,0,FALSE
6001432100,0,0,0,0,0,FALSE
6001432400,0,0,0,0,0,FALSE
6001432501,0,0,0,0,0,FALSE
6001432502,0,0,0,0,0,FALSE
6001432700,0,0,0,0,0,FALSE
6001432800,0,0,0,0,0,FALSE
6001433000,0,0,0,0,0,FALSE
6001433200,0,0,0,0,0,FALSE
6001433300,0,0,0,0,0,FALSE
6001433700,1371.94635108769,0,0,0,0,FALSE
6001433800,0,0,0,0,0,FALSE
6001434000,0,0,0,0,0,FALSE
6001435103,0,0,0,0,0,FALSE
6001435200,0,0,0,0,0,FALSE
6001435700,0,0,0,0,0,FALSE
6001436200,0,0,0,0,0,FALSE
6001436700,0,0,0,0,0,FALSE
6001436900,0,0,0,0,0,FALSE
6001437000,0,0,0,0,0,FALSE
6001437400,0,0,0,0,0,FALSE
6001437600,0,0,0,0,0,FALSE
6001438201,0,0,0,0,0,FALSE
6001438203,0,0,0,0,0,FALSE
6001438400,0,0,0,0,0,FALSE
6001440301,0,0,0,0,0,FALSE
6001440307,0,0,0,0,0,FALSE
6001440333,0,0,0,0,0,FALSE
6001441401,0,0,0,0,0,FALSE
6001441503,6466.35052384628,0,0,0,0,FALSE
6001441521,0,0,0,0,0,FALSE
6001441523,0,0,0,0,0,FALSE
6001441602,0,0,0,0,0,FALSE
6001441700,0,0,0,0,0,FALSE
6001442000,0,0,0,0,0,FALSE
6001442200,3799.2644992163,0,0,0,0,FALSE
6001442800,0,0,0,0,0,FALSE
6001442900,0,0,0,0,0,FALSE
6001443200,0,0,0,0,0,FALSE
6001443301,0,0,0,0,0,FALSE
6001444100,0,0,0,0,0,FALSE
6001444601,0,0,0,0,0,FALSE
6001444602,0,0,0,0,0,FALSE
6001450300,0,0,0,0,0,FALSE
6001450400,0,0,0,0,0,FALSE
6001450502,0,0,0,0,0,FALSE
6001450601,6312.39139607489,0,0,0,0,FALSE
6001450602,3981.85657967882,0,0,0,0,FALSE
6001450603,0,0,0,0,0,FALSE
